Wall time,Step,Value
1592623066.4976091,1691,0.007902470417320728
1592623073.9872694,1702,0.006712380796670914
1592623078.7672148,1709,0.009830720722675323
1592623084.9079013,1718,0.00866257306188345
1592623094.5282385,1732,0.011089365929365158
1592623095.898169,1734,0.008795958943665028
1592623097.9510076,1737,0.009691114537417889
1592623128.022129,1781,0.007597495801746845
1592623159.0076203,1826,0.007083568722009659
1592623171.2927094,1844,0.012613586150109768
1592623177.496421,1853,0.006696364842355251
1592623186.3635545,1866,0.005728982854634523
1592623188.3622422,1869,0.010910335928201675
1592623193.8417172,1877,0.005146601237356663
1592623221.2822518,1917,0.005406452342867851
1592623232.9401364,1934,0.005672916769981384
1592623239.781274,1944,0.005616933573037386
1592623241.839309,1947,0.005388238467276096
1592623373.4592748,2001,0.00674222968518734
1592623381.6492743,2013,0.007175645790994167
1592623397.4016016,2036,0.007626045495271683
1592623424.7186227,2076,0.008114899508655071
1592623425.4028008,2077,0.0067923711612820625
1592623430.9106214,2085,0.004953085444867611
1592623433.6349154,2089,0.005057286936789751
1592623438.414471,2096,0.008391727693378925
1592623474.6818597,2149,0.009683636948466301
1592623479.4757311,2156,0.009883316233754158
1592623500.7757595,2187,0.007262765895575285
1592623503.4997442,2191,0.007276301272213459
1592623508.9387605,2199,0.006062067113816738
1592623514.6135352,2207,0.006641344632953405
1592623517.3414195,2211,0.006685328204184771
1592623531.0500927,2231,0.00985511764883995
1592623534.464894,2236,0.006563437171280384
1592623535.1467426,2237,0.00934365950524807
1592623548.7988791,2257,0.005991450976580381
1592623552.2673736,2262,0.005628036800771952
1592623565.2307236,2281,0.007465743459761143
1592623576.1862457,2297,0.006549287121742964
1592623583.0130646,2307,0.00462122680619359
1592623591.2780924,2319,0.007206668145954609
1592623609.110821,2345,0.00615489948540926
1592623615.2295668,2354,0.007379395887255669
1592623639.211216,2389,0.00448004761710763
1592623639.9501169,2390,0.005471964832395315
1592623641.3202074,2392,0.006622795015573502
1592623671.5988364,2436,0.007318791933357716
1592623677.0528014,2444,0.006156370975077152
1592623683.2414331,2453,0.0067210448905825615
1592623684.6014938,2455,0.006296528968960047
1592623688.0163157,2460,0.01198166236281395
1592623705.1591332,2485,0.007389824837446213
1592623705.8403563,2486,0.005719183012843132
1592623712.6769233,2496,0.007979370653629303
1592623714.036634,2498,0.007400537375360727
1592623717.495635,2503,0.013080460019409657
1592623727.0375462,2517,0.006209289655089378
1592623731.174845,2523,0.004495810251682997
1592623737.3139486,2532,0.009084022603929043
1592623747.5206587,2547,0.006929505150765181
1592623751.6195116,2553,0.006868502125144005
1592623788.0922806,2606,0.00685072923079133
1592623842.1356997,2685,0.006870661396533251
1592623854.3989422,2703,0.004928210750222206
1592623879.7159562,2740,0.006030116695910692
1592623889.3253486,2754,0.005448415409773588
1592623913.2442946,2789,0.005470921751111746
1592623970.3461351,2872,0.006748927291482687
1592623986.7771125,2896,0.008300526067614555
1592624035.4091766,2967,0.0065081617794930935
1592624040.883624,2975,0.0054102023132145405
1592624065.7872648,3011,0.00793759897351265
1592624084.2606294,3038,0.0060397046618163586
1592624086.307016,3041,0.006278118584305048
1592624126.0133474,3099,0.009113087318837643
1592624168.5960052,3161,0.012433571740984917
1592624179.4948685,3177,0.005456566344946623
1592624191.8421755,3195,0.005675175227224827
1592624192.5209923,3196,0.006990768946707249
1592624215.9421437,3230,0.005221072118729353
1592624222.818004,3240,0.006287992931902409
1592624224.8657653,3243,0.007254509720951319
1592624225.5383787,3244,0.005715903360396624
1592624226.8996227,3246,0.008345474489033222
1592624227.5795255,3247,0.00437207194045186
1592624267.2710707,3305,0.00862098578363657
1592624294.644354,3345,0.00706634484231472
1592624315.844196,3376,0.005414159037172794
1592624334.5608773,3403,0.007400835398584604
1592624337.9799044,3408,0.006035312078893185
1592624353.0190873,3430,0.004442945122718811
1592624365.9817698,3449,0.007518625818192959
1592624376.2580373,3464,0.00565638393163681
1592624387.2073772,3480,0.005129674915224314
1592624407.04389,3509,0.007390777114778757
1592624409.0863464,3512,0.007040111813694239
1592624426.2159755,3537,0.009811263531446457
1592624469.3019757,3600,0.006035956554114819
1592624481.8000784,3618,0.007020070217549801
1592624483.165123,3620,0.007163801230490208
1592624484.523999,3622,0.007179902866482735
1592624488.5983055,3628,0.0075396280735731125
1592624507.8026247,3656,0.006100200116634369
1592624517.3742678,3670,0.005892251152545214
1592624555.7084365,3726,0.007657026406377554
1592624558.4315815,3730,0.006966121029108763
1592624565.9302347,3741,0.005613464862108231
1592624601.640261,3793,0.0060696471482515335
1592624616.223687,3814,0.004279647022485733
1592624619.63851,3819,0.007914198562502861
1592624621.0134096,3821,0.008812007494270802
1592624627.9255757,3831,0.007648305036127567
1592624650.582596,3864,0.005906355567276478
1592624658.7563362,3876,0.0045917220413684845
1592624694.433845,3928,0.010167025960981846
1592624713.5905106,3956,0.00491380924358964
1592624732.75981,3984,0.005519654136151075
1592624855.8602834,4022,0.005552099552005529
1592624863.3528638,4033,0.005392287392169237
1592624865.401663,4036,0.007946665398776531
1592624904.3336508,4093,0.006359150633215904
1592624907.7391758,4098,0.006695154123008251
1592624915.3042371,4109,0.004459511488676071
1592624965.3253398,4182,0.0051613119430840015
1592624973.5387423,4194,0.0046438779681921005
1592624974.8914928,4196,0.008882250636816025
1592624978.5669696,4201,0.005535479169338942
1592624979.250619,4202,0.004127476830035448
1592624996.356985,4227,0.0062922327779233456
1592624999.7740588,4232,0.005367514211684465
1592625001.8235037,4235,0.006687628570944071
1592625007.3564882,4243,0.005150048993527889
1592625021.0606198,4263,0.006195893976837397
1592625023.1051543,4266,0.007386360317468643
1592625034.0323365,4282,0.007834836840629578
1592625049.1301022,4304,0.00425702752545476
1592625058.025034,4317,0.00634594913572073
1592625059.4443436,4319,0.006161675788462162
1592625093.688371,4369,0.006110355723649263
1592625110.1981912,4393,0.007429999299347401
1592625114.9905913,4400,0.0063820043578743935
1592625119.2828388,4406,0.005020797252655029
1592625135.734965,4430,0.004764417186379433
1592625137.775816,4433,0.0070530809462070465
1592625178.1543195,4492,0.005816300865262747
1592625189.8301015,4509,0.005066040903329849
1592625204.319324,4530,0.004393542185425758
1592625237.3327904,4578,0.00557420589029789
1592625239.3773568,4581,0.005674770101904869
1592625271.7927794,4628,0.007328092586249113
1592625290.9594636,4656,0.00904061645269394
1592625296.4100838,4664,0.006843296345323324
1592625299.1418626,4668,0.006110886111855507
1592625304.6646733,4676,0.0087042897939682
1592625330.0541868,4713,0.009776540100574493
1592625333.515598,4718,0.006341014988720417
1592625355.4106286,4750,0.0041366638615727425
1592625360.9125407,4758,0.0048125009052455425
1592625367.0554283,4767,0.006192115601152182
1592625381.4528956,4788,0.0049662599340081215
1592625389.648436,4800,0.005195298697799444
1592625391.2354894,4802,0.004174267873167992
1592625417.2466114,4840,0.009304366074502468
1592625425.4265187,4852,0.008248885162174702
1592625454.2365808,4894,0.004480143543332815
1592625500.8369207,4962,0.005378315225243568
1592625506.9799607,4971,0.006133724004030228
1592625509.023996,4974,0.00453648716211319
1592625561.3137934,5050,0.005770367104560137
1592625562.679569,5052,0.0063723111525177956
1592625563.364865,5053,0.004621629603207111
1592625599.6117365,5106,0.004995113704353571
1592625618.7693305,5134,0.007535316050052643
1592625663.926476,5200,0.005220621358603239
1592625690.7917747,5239,0.0047234706580638885
1592625752.4113383,5329,0.010222277604043484
1592625763.3732867,5345,0.004661064129322767
1592625772.9656868,5359,0.0045316689647734165
1592625815.0153403,5420,0.006839522626250982
1592625830.134556,5442,0.005015535280108452
1592625866.442642,5495,0.00824035331606865
1592625880.143574,5515,0.004181667696684599
1592625881.527764,5517,0.0049369758926332
1592625903.4590495,5549,0.00560356630012393
1592625919.9307375,5573,0.005007329396903515
1592625929.5232427,5587,0.006915442179888487
1592625959.1518965,5630,0.007516595534980297
1592625978.314587,5658,0.005186436697840691
1592625979.7324514,5660,0.005744871683418751
1592625982.4732368,5664,0.0064999740570783615
1592625992.7511704,5679,0.0050054690800607204
1592626020.9380047,5720,0.0047728498466312885
1592626022.9873116,5723,0.005127415992319584
1592626059.3045328,5776,0.007173442281782627
1592626080.7144358,5807,0.01213089656084776
1592626081.4068384,5808,0.005357473157346249
1592626093.1293359,5825,0.005081257317215204
1592626095.172198,5828,0.004843388684093952
1592626118.4181166,5862,0.008433147333562374
1592626119.795322,5864,0.004192952532321215
1592626124.5633414,5871,0.005449322983622551
1592626149.1878145,5907,0.0060552977956831455
1592626163.5696118,5928,0.006642347667366266
1592626180.0147302,5952,0.007964476011693478
1592626183.4924707,5957,0.005721556022763252
1592626187.5884662,5963,0.005147906020283699
1592626206.143541,5990,0.004908399190753698
1592626316.5145648,6010,0.005474795121699572
1592626319.929021,6015,0.006809990853071213
1592626330.226323,6030,0.0075225443579256535
1592626333.6372173,6035,0.005224535241723061
1592626362.962903,6078,0.008470314554870129
1592626380.060825,6103,0.0053720492869615555
1592626381.4795747,6105,0.005575057119131088
1592626392.3828897,6121,0.008092242293059826
1592626399.250843,6131,0.003579359035938978
1592626433.4889336,6181,0.005739936139434576
1592626446.4649107,6200,0.004430677741765976
1592626455.5766625,6213,0.007647418882697821
1592626459.6741214,6219,0.004704041872173548
1592626468.6452844,6232,0.004658299032598734
1592626507.625832,6289,0.006097172852605581
1592626523.4098847,6312,0.0049997358582913876
1592626526.8184197,6317,0.00572706526145339
1592626543.2823746,6341,0.005486680194735527
1592626550.8518918,6352,0.005543319042772055
1592626558.3824854,6363,0.004773271735757589
1592626567.310271,6376,0.005921635311096907
1592626583.735097,6400,0.004464289173483849
1592626649.083275,6495,0.003616800531744957
1592626649.7638228,6496,0.004529138095676899
1592626652.5009022,6500,0.0044995928183197975
1592626666.2243261,6520,0.004080778453499079
1592626703.1605706,6574,0.004144709091633558
1592626710.0377192,6584,0.006255701184272766
1592626723.2706947,6603,0.0053912922739982605
1592626760.2574608,6657,0.007142120506614447
1592626766.3963397,6666,0.005272474605590105
1592626770.4956198,6672,0.004914335906505585
1592626774.6462698,6678,0.0048912386409938335
1592626776.6905956,6681,0.006922271102666855
1592626781.4743402,6688,0.010386480949819088
1592626786.9323735,6696,0.006670823320746422
1592626789.034126,6699,0.004352542571723461
1592626797.225641,6711,0.0066255005076527596
1592626815.6821802,6738,0.004472394473850727
1592626818.4190338,6742,0.008908332325518131
1592626825.9942186,6753,0.00489529874175787
1592626880.2628071,6832,0.0052438522689044476
1592626889.9077914,6846,0.0042686727829277515
1592626895.3580992,6854,0.005939067807048559
1592626905.6408308,6869,0.0068611400201916695
1592626950.1637154,6934,0.0047489008866250515
1592626969.9888256,6963,0.0050065405666828156
1592626972.044033,6966,0.004681350197643042
1592626989.8882399,6992,0.004165897611528635
1592627005.1344144,7014,0.00472239451482892
1592627057.8544378,7091,0.0052666254341602325
1592627068.1607687,7106,0.006029254291206598
1592627073.6261895,7114,0.0046007889322936535
1592627089.3663695,7137,0.004910871386528015
1592627101.743224,7155,0.004850967321544886
1592627129.1723504,7195,0.004488370381295681
1592627143.7730598,7216,0.004906876944005489
1592627164.9943275,7247,0.005067334044724703
1592627201.2989178,7300,0.004666659515351057
1592627208.8633277,7311,0.005250503309071064
1592627221.2266958,7329,0.0062146419659256935
1592627228.0379744,7339,0.008177565410733223
1592627228.7233858,7340,0.0051411231979727745
1592627241.7509816,7359,0.005836181342601776
1592627257.469662,7382,0.0062830811366438866
1592627270.669913,7401,0.005375861655920744
1592627297.3573713,7440,0.007052205968648195
1592627299.4024827,7443,0.007925821468234062
1592627304.2375703,7450,0.004785704892128706
1592627311.0749671,7460,0.00715636508539319
1592627313.1185155,7463,0.004614127799868584
1592627323.3534606,7478,0.004581027198582888
1592627345.979175,7511,0.0043363552540540695
1592627359.0000603,7530,0.011537543497979641
1592627413.2428553,7609,0.007692145649343729
1592627437.2627656,7644,0.004502096679061651
1592627448.872995,7661,0.005642985925078392
1592627459.158404,7676,0.00494705094024539
1592627466.6625793,7687,0.005036873277276754
1592627470.798528,7693,0.006327169016003609
1592627487.945061,7718,0.005710429046303034
1592627491.3570895,7723,0.006575332954525948
1592627494.7583966,7728,0.007040896452963352
1592627507.0960004,7746,0.005135171581059694
1592627514.6684248,7757,0.005377308465540409
1592627516.7107298,7760,0.004961597733199596
1592627530.3715234,7780,0.0071586379781365395
1592627535.884588,7788,0.004339719191193581
1592627542.697714,7798,0.006292647682130337
1592627566.8913007,7833,0.004408507142215967
1592627570.3198078,7838,0.00576436473056674
1592627612.0643437,7899,0.005391435232013464
1592627612.744117,7900,0.007174696773290634
1592627634.7081847,7932,0.0052812546491622925
1592627669.597264,7983,0.003868373576551676
1592627675.1129,7991,0.006390630733221769
1592627793.2166512,8026,0.005244790576398373
1592627800.760248,8037,0.006699091754853725
1592627808.9798841,8049,0.004264726769179106
1592627820.718153,8066,0.004538387060165405
1592627862.0013838,8126,0.00567737827077508
1592627899.1704865,8180,0.00835670717060566
1592627901.892938,8184,0.005287510808557272
1592627911.555252,8198,0.004443300422281027
1592627923.3987217,8215,0.006111301016062498
1592627927.5570488,8221,0.005220258608460426
1592627956.4401197,8263,0.004983909428119659
1592627967.4782255,8279,0.005156388506293297
1592627975.0194943,8290,0.010061697103083134
1592627986.7062662,8307,0.005340423434972763
1592628000.4656897,8327,0.0037389195058494806
1592628003.9326456,8332,0.005855263210833073
1592628005.296288,8334,0.005599368829280138
1592628009.3744931,8340,0.005962824448943138
1592628023.1297684,8360,0.004618792794644833
1592628025.2445304,8363,0.006247217766940594
1592628028.6569922,8368,0.004320094361901283
1592628034.876039,8377,0.005260263569653034
1592628096.8515534,8467,0.0054956525564193726
1592628097.5404956,8468,0.0052732909098267555
1592628098.900478,8470,0.005956864915788174
1592628118.1259923,8498,0.006455061491578817
1592628121.5318935,8503,0.005845229607075453
1592628125.0128522,8508,0.005624067038297653
1592628164.7770722,8566,0.0068766106851398945
1592628182.6175926,8592,0.0063236490823328495
1592628188.9167314,8601,0.0059103830717504025
1592628211.6440897,8634,0.005463432986289263
1592628212.354405,8635,0.0038625027518719435
1592628218.5606341,8644,0.005588508676737547
1592628244.7119315,8682,0.0038689044304192066
1592628250.1624758,8690,0.006673447322100401
1592628253.643076,8695,0.007323075085878372
1592628275.5988586,8727,0.007201903034001589
1592628307.8833854,8774,0.0035128819290548563
1592628310.6079679,8778,0.005993613041937351
1592628326.5493248,8801,0.005033301655203104
1592628338.9521973,8819,0.005907359067350626
1592628340.9935832,8822,0.005372356623411179
1592628355.4170334,8843,0.0056155058555305
1592628362.970649,8854,0.004245613235980272
1592628379.4633496,8878,0.011679045855998993
1592628384.2884645,8885,0.005968110170215368
1592628396.0146286,8902,0.006562496535480022
1592628397.3797736,8904,0.005307015962898731
1592628399.4312363,8907,0.004428186919540167
1592628413.874582,8928,0.013275946490466595
1592628418.6544373,8935,0.00553653622046113
1592628434.521623,8958,0.003990607336163521
1592628446.163366,8975,0.004775131121277809
1592628458.5449917,8993,0.0035177755635231733
1592628462.631195,8999,0.0040251389145851135
1592628469.6726205,9009,0.004459989257156849
1592628482.7110736,9028,0.0065810224041342735
1592628501.2401085,9055,0.006753872614353895
1592628506.7474406,9063,0.005943463183939457
1592628521.164284,9084,0.005985541269183159
1592628569.9559221,9155,0.004229207057505846
1592628611.9473758,9216,0.0070386058650910854
1592628618.8197203,9226,0.005567152053117752
1592628623.6402676,9233,0.00482129817828536
1592628642.1645017,9260,0.004543893970549107
1592628656.6165779,9281,0.006023399997502565
1592628674.466249,9307,0.004626501817256212
1592628680.657518,9316,0.007702994160354137
1592628702.6299992,9348,0.004888984374701977
1592628717.0604248,9369,0.005365838296711445
1592628746.7882779,9412,0.0049814204685389996
1592628748.8371966,9415,0.0036474280059337616
1592628762.601648,9435,0.0044359867461025715
1592628767.4309247,9442,0.011632077395915985
1592628785.261663,9468,0.005408108234405518
1592628833.2910008,9538,0.004643556661903858
1592628839.460694,9547,0.004846814088523388
1592628844.2933679,9554,0.005469877272844315
1592628853.1944096,9567,0.004547655116766691
1592628868.2997787,9589,0.003955809399485588
1592628875.8466792,9600,0.004839890170842409
1592628883.57375,9611,0.0067231422290205956
1592628894.5498095,9627,0.006467947270721197
1592628911.0843847,9651,0.005542004015296698
1592628915.1641579,9657,0.004865197464823723
1592628930.971179,9680,0.004488072823733091
1592628943.3443754,9698,0.007153814192861319
1592628985.2641368,9759,0.003918574657291174
1592628991.4245121,9768,0.0045298063196241856
1592629021.8952947,9812,0.0039649964310228825
1592629041.1910017,9840,0.00666427006945014
1592629043.239211,9843,0.004725349601358175
1592629070.7165222,9883,0.006175774149596691
1592629087.222097,9907,0.006498231086879969
1592629131.943395,9972,0.0041321925818920135
1592629281.494414,10050,0.005446465685963631
1592629284.8945498,10055,0.004107519052922726
1592629286.9027252,10058,0.005415599327534437
1592629296.5102925,10072,0.006088420748710632
1592629304.743473,10084,0.00561171630397439
1592629320.5081806,10107,0.004602720029652119
1592629324.5960457,10113,0.006459610536694527
1592629334.9204113,10128,0.006838818546384573
1592629345.8124473,10144,0.008883431553840637
1592629362.2452273,10168,0.003192151663824916
1592629373.7865925,10185,0.004524089861661196
1592629414.9750621,10245,0.006647814065217972
1592629422.540151,10256,0.005247390363365412
1592629436.243208,10276,0.00702495826408267
1592629441.0232117,10283,0.0045846933498978615
1592629444.433559,10288,0.004932871554046869
1592629518.3979867,10396,0.00427361810579896
1592629520.4677885,10399,0.006288132630288601
1592629535.000675,10420,0.003349908394739032
1592629538.4583795,10425,0.007563677150756121
1592629567.8850331,10468,0.005028720945119858
1592629575.4271035,10479,0.005429644137620926
1592629582.252237,10489,0.004199220798909664
1592629584.9721045,10493,0.006711282767355442
1592629604.8621826,10522,0.0065593356266617775
1592629611.0112758,10531,0.005657607689499855
1592629626.762187,10554,0.005035949405282736
1592629627.447225,10555,0.007118769455701113
1592629635.684872,10567,0.004947405308485031
1592629656.9325058,10598,0.0052021825686097145
1592629663.242632,10607,0.005192206706851721
1592629674.9219656,10624,0.003120452631264925
1592629678.3101947,10629,0.005657238885760307
1592629684.4630551,10638,0.0065248263999819756
1592629689.9872484,10646,0.0043270825408399105
1592629695.4331772,10654,0.005240046419203281
1592629707.0753326,10671,0.005503535736352205
1592629727.65311,10701,0.0052602034993469715
1592629734.5261629,10711,0.004911706782877445
1592629759.8155444,10748,0.006776564288884401
1592629765.9944377,10757,0.008427056483924389
1592629766.6771395,10758,0.0051089683547616005
1592629781.7725105,10780,0.006153137888759375
1592629786.570437,10787,0.003182527143508196
1592629805.8918452,10815,0.00515865720808506
1592629812.7537131,10825,0.007940124720335007
1592629816.1707916,10830,0.003760112449526787
1592629823.6847863,10841,0.005261511541903019
1592629829.829172,10850,0.0038299409206956625
1592629839.4703171,10864,0.005174756515771151
1592629865.558527,10902,0.004731125198304653
1592629867.610426,10905,0.006430618464946747
1592629890.8881252,10939,0.004455880261957645
1592629893.6692853,10943,0.005500138271600008
1592629909.3793201,10966,0.003780277678743005
1592629913.4823449,10972,0.005550459958612919
1592629914.9093392,10974,0.009418723173439503
1592629942.4486928,11014,0.007206927053630352
1592629946.6038513,11020,0.006397001910954714
1592629947.969235,11022,0.007580375764518976
1592629955.4753206,11033,0.0032595812808722258
1592629958.8840277,11038,0.005152602214366198
1592629968.5070405,11052,0.007565511390566826
1592629974.6333992,11061,0.005054121371358633
1592629985.6066096,11077,0.004622079897671938
1592630002.7456636,11102,0.004036947153508663
1592630015.7803295,11121,0.005156340077519417
1592630021.9204664,11130,0.0033298355992883444
1592630034.2287812,11148,0.004983905702829361
1592630052.7635016,11175,0.00472991680726409
1592630068.5034492,11198,0.0034714434295892715
1592630069.8636248,11200,0.003295686561614275
1592630070.7384925,11201,0.005681358277797699
1592630111.1372216,11260,0.00501654576510191
1592630113.178284,11263,0.004189470782876015
1592630119.306232,11272,0.007361772935837507
1592630145.3051515,11310,0.004405471496284008
1592630180.2661142,11361,0.005822304170578718
1592630214.698584,11411,0.005261305253952742
1592630220.1539385,11419,0.003757566213607788
1592630244.8157465,11455,0.004616457503288984
1592630256.4825842,11472,0.0031012697145342827
1592630270.2013953,11492,0.003525023115798831
1592630289.403723,11520,0.0047331261448562145
1592630291.4621978,11523,0.003496617078781128
1592630296.2407076,11530,0.006123758852481842
1592630297.603702,11532,0.006536900531500578
1592630309.2293725,11549,0.0036003415007144213
1592630314.7218132,11557,0.006304950453341007
1592630320.8477468,11566,0.00830493588000536
1592630331.1413445,11581,0.005932543892413378
1592630342.0784094,11597,0.004780031740665436
1592630368.9775221,11636,0.0041207801550626755
1592630377.2172709,11648,0.00498307216912508
1592630385.3920443,11660,0.00391990365460515
1592630392.897977,11671,0.006166578736156225
1592630402.5097816,11685,0.0039710383862257
1592630403.8652852,11687,0.004443211946636438
1592630428.4808657,11723,0.008207510225474834
1592630453.1373298,11759,0.004651146940886974
1592630471.6192412,11786,0.008574198931455612
1592630482.1187978,11801,0.003795364871621132
1592630502.7336774,11831,0.00427196454256773
1592630519.2003107,11855,0.0064591290429234505
1592630531.553603,11873,0.0033569131046533585
1592630554.1821468,11906,0.004005687311291695
1592630572.7523718,11933,0.00923484843224287
1592630581.6535983,11946,0.0038310426753014326
1592630583.019365,11948,0.004725747276097536
1592630583.7000427,11949,0.007222918327897787
1592630597.3943102,11969,0.005029282532632351
1592630600.816148,11974,0.004980898462235928
1592630610.4317765,11988,0.008008613251149654
1592630617.294363,11998,0.005424452945590019
1592630715.2481606,12003,0.003663829527795315
1592630720.0126705,12010,0.0037929904647171497
1592630733.0312428,12029,0.00697619142010808
1592630741.2071707,12041,0.006911898497492075
1592630765.1008716,12076,0.008830432780086994
1592630807.4633412,12138,0.00429294491186738
1592630817.6957786,12153,0.005963965784758329
1592630825.2503548,12164,0.005273911170661449
1592630827.9787228,12168,0.003931149374693632
1592630838.9437625,12184,0.006545183248817921
1592630861.6595888,12217,0.0031047973316162825
1592630867.802952,12226,0.004911693744361401
1592630897.9954686,12270,0.004496229346841574
1592630911.730244,12290,0.005166400223970413
1592630913.7818112,12293,0.004897972568869591
1592630924.71402,12309,0.004208402242511511
1592630935.69796,12325,0.0034154478926211596
1592630984.2685397,12396,0.0032076833304017782
1592630990.604549,12405,0.004995630122721195
1592631011.8175848,12436,0.0042210654355585575
1592631024.8563855,12455,0.0060654873959720135
1592631026.901413,12458,0.004704660270363092
1592631041.9744253,12480,0.004856965504586697
1592631086.4666233,12545,0.005055396817624569
1592631091.913422,12553,0.005429210606962442
1592631106.281752,12574,0.0057456414215266705
1592631121.3442192,12596,0.005164469126611948
1592631141.3094792,12625,0.004032498691231012
1592631172.8339567,12671,0.003890596330165863
1592631191.9972107,12699,0.005152900703251362
1592631232.3628628,12758,0.0034004354383796453
1592631243.3281217,12774,0.006278912536799908
1592631264.6848676,12805,0.006294206250458956
1592631284.5339096,12834,0.003424403490498662
1592631301.6315808,12859,0.005363891366869211
1592631305.043914,12864,0.009528426453471184
1592631313.9714448,12877,0.0035714320838451385
1592631322.84174,12890,0.004483823664486408
1592631326.92063,12896,0.0034177624620497227
1592631355.5866237,12938,0.004885904490947723
1592631356.2690363,12939,0.004125718958675861
1592631369.9343274,12959,0.004178803879767656
1592631409.813088,13017,0.004568863194435835
1592631421.4403002,13034,0.007020127028226852
1592631439.9067922,13061,0.005497551057487726
1592631440.5882225,13062,0.006445751991122961
1592631446.0566337,13070,0.0034909374080598354
1592631454.3102784,13082,0.004676191136240959
1592631462.5095723,13094,0.005015162751078606
1592631472.7434714,13109,0.004031340591609478
1592631475.5298152,13113,0.009555174969136715
1592631487.1246648,13130,0.0042058746330440044
1592631499.4269152,13148,0.004366391338407993
1592631511.826481,13166,0.007409605663269758
1592631522.1035895,13181,0.007855601608753204
1592631528.9195287,13191,0.004038343206048012
1592631530.9687762,13194,0.005089888349175453
1592631539.3955305,13206,0.00487774470821023
1592631540.077648,13207,0.006230738013982773
1592631542.8124888,13211,0.00336040323600173
1592631561.951546,13239,0.005140370689332485
1592631579.8325658,13265,0.003916779533028603
1592631602.4249392,13298,0.005442110355943441
1592631612.702401,13313,0.0062807160429656506
1592631637.3659987,13349,0.01010670606046915
1592631673.9349842,13402,0.0033013473730534315
1592631676.671447,13406,0.005110570229589939
1592631690.3782365,13426,0.004242333583533764
1592631723.930505,13475,0.005268722772598267
1592631743.76719,13504,0.005245352163910866
1592631772.5106878,13546,0.00533360056579113
1592631807.3665404,13597,0.0032134908251464367
